10091,39
24651,4
3203,1
47954,1
10094,19
58762,1
21438,1
3209,35
48092,1
39553,1
9185,1
198541,6
48094,1
264359,1
264356,2
41585,1
199096,1
13056,55
56935,1
13055,4
2860,66
133232,27
8427,7
133234,4
52615,1
62423,1
133239,3
55453,3
198183,1
30325,1
52752,2
57723,3
197070,1
41560,8
41563,1
7676,1
197078,8
58328,1
17820,2
263331,1
262401,2
58691,5
62246,1
44376,1
17746,4
49835,1
262206,1
29562,7
20255,9
59583,1
263332,1
59587,27
1759,10
40961,5
51056,1
40749,2
34205,3
44429,3
15366,2
8163,147
8167,3061
29580,11
15440,1
31126,12
31127,2
263512,2
31122,1
47271,4
31692,13
35154,18
8410,1
24527,7
6576,1
52260,1
44556,1
56972,3
50094,10
33840,2
198144,1
28360,6
28361,4
28366,4
50258,3
28364,1
133278,1
28368,7
58074,1
39598,2
8764,31
34376,1
262740,10
47505,3
31234,4
39811,1
47814,1
680,1
29107,13
35530,3
39199,1
200001,1
8386,175
18047,1
8382,5
31345,3
262359,1
201603,2
51477,1
21921,1
42518,1
47321,4
262352,3
8014,21
34550,2
12872,6
7456,3
36790,1
27768,5
262950,2
12871,5
28188,1
28186,7
28187,1
27761,1
199836,9
28183,12
27765,1
53139,2
28968,3
35063,9
28218,1
7693,1
262827,2
262825,2
28964,3
28210,9
23126,1
23473,2
35205,1
31012,1
262311,2
196665,1
43266,6
52812,5
52814,3
10481,388
13728,2
262313,3
51279,3
42668,8
34602,14
50672,1
50671,1
50670,2
41736,2
12593,3
51273,12
58021,1
44733,1
56121,1
51277,1
197248,2
50071,1
24709,3
35843,2
262423,2
55025,1
51077,1
51074,41
42145,11
52259,1
32645,1
41522,1
59639,1
58254,1
12662,1
52251,4
197125,1
52257,1
59733,1
52255,3
6147,104
12714,175
12715,189
51511,1
262425,1
38571,1
48431,3
198948,2
50260,1
9875,1
52928,4
51943,1
6789,11
9872,2
43468,66
52926,1
4721,1
12946,7
39007,5
39001,12
198360,2
51612,7
27720,2
60831,1
17621,26
56048,6
17622,23
17625,13
51944,1
38256,3
56042,5
58949,2
56040,63
56041,30
56046,51
56047,3
57263,1
3741,53
4621,1
262861,1
42412,1
55806,1
41820,7
34190,1
41822,9
41823,1
51948,1
43994,1
25436,46
57661,1
14080,211
52892,1
262642,1
43687,2
48119,2
39309,2
262646,2
199048,3
59362,4
35576,1
51102,6
43045,1
38896,3
262868,1
39642,4
52978,2
28259,2
200174,1
52106,4
20880,1
9241,3
20738,2
16300,1
9534,28
9245,1
34048,1
49776,3
9246,5
43595,4
41911,6
63691,10
33097,1
13285,183
174,15
25549,11
23158,7
61836,1
4538,50
25521,2
47250,1
29491,1
38097,3
22631,1
42483,1
46650,2
200551,1
42487,4
263140,1
42484,1
10620,1108
38091,9
42337,12
53036,3
34421,1
36493,5
11979,4
44789,2
262509,2
30043,1
24093,1
41356,3
54562,4
36947,70
48226,4
11976,2
23934,1
52748,1
49040,1
10396,16
52952,1
27964,8
197447,1
52745,1
17754,44
52746,1
45780,2
198151,1
48748,2
13193,2
44651,3
62913,1
38511,3
13194,5
132923,4
53726,1
199319,3
39657,12
47438,5
8591,3
36487,1
21419,2
58347,1
62651,1
21418,2
14654,3
15874,5
198371,3
15704,6
9757,105
9756,26
9754,2
57889,2
57888,26
28181,3
48420,1
8371,6
48424,1
39770,1
39777,6
132939,1
30404,3
264379,1
263394,1
10085,1
3239,270
37309,1
13069,5
132933,8
133356,1
44257,2
61171,2
58000,1
44252,9
13272,1
8847,6
7048,1
41771,4
22200,2
15672,4
15673,9
59481,3
2878,44
56999,2
199113,1
18712,1
263347,1
48045,5
17839,46
59139,1
3356,22
58332,1
28514,2
27813,7
3352,350
133707,2
41007,1
133255,1
62259,1
29571,25
7065,2
196791,2
45899,10613
196797,9
58688,1
58689,2
33991,7
12015,2
33993,2
41682,9
41601,1
8570,43
34892,10
34894,1
34896,16
262634,4
262385,2
15457,2
31113,1
42844,1
31117,9
47203,5
31115,2
8151,2661
27877,1
24550,1
18313,16
262645,1
24554,24
24556,3
15605,1
50084,1
8477,3
11758,1
262901,1
1547,3
34093,3
34092,8
47686,4
262769,1
262907,1
262906,1
50710,35
28355,3
31593,8
28352,3
50716,3
11116,1
29974,2
29975,7
8712,1
29119,35
47516,3
34304,4
52808,1
31208,8
31207,1
31205,9
31204,7
31203,6
29979,1
31200,17
50880,1
262346,2
12685,1
262344,3
262342,2
262341,3
50887,1
15311,70
61684,4
15165,1
197270,1
48940,8
12829,8
9988,1
197275,12
47333,1
197278,1
263686,5
34525,1
34524,6
9981,88
11025,1
44927,2
44924,2
48321,1
6568,80
31983,1
50403,1
61750,1
5610,43
61753,1
5617,608
31720,2
5615,1
39938,5
28229,1
263520,2
263521,5
263522,1
38162,1
57869,1
262834,1
28220,68
263528,1
19108,21
28225,4
262832,7
197235,1
17924,2
197849,1
199738,1
5713,2
15886,1
35213,3
132559,1
8445,2
8447,10
34630,18
52804,1
39501,108
11562,23
8448,4
22394,491
47028,1
57479,1
38193,2
60936,1
13999,105
49603,10
201705,1
197300,2
35320,5
31376,7
28647,1
56983,1
50060,2
31370,4
55740,37
50916,3
51592,5
28649,31
5009,1
197897,8
199732,2
16129,1
47849,1
32281,1
199735,1
51917,1
35745,7
200031,1
9158,1
39232,15
263611,1
48712,4
35450,3
28198,1
34547,3
35457,4
59169,1
57826,1
12406,11
51624,1
56868,2
52938,3
4750,4
35805,52
52935,3
23860,4
4755,14
131267,33
56690,1
16010,5
55636,1
39015,1
61939,1
9962,1
24602,3
16019,3
11290,4
56456,1
56451,1
5381,1
17633,28
56676,4
8928,2
25132,1
25133,17
21127,26
17638,22
17639,8
24951,1
25139,8
57270,2
38987,1
38984,1
62446,1
31059,2
55814,2
16230,3
4638,462
16235,1
16234,1
52035,1
262659,13
42030,1
42036,1
263600,1
262651,7
262650,4
42038,7
57679,5
51579,2
12035,5
17426,3
51133,4
43038,3
43529,10
52242,2
11581,10
44030,1
262973,2
51399,5
196925,1
46208,4
196927,1
53194,7
196921,1
52115,1
9500,13
30793,5
9506,146
53199,1
57424,1
16345,17
32107,2
200094,1
41965,3
16340,11
30873,10
41966,1
21782,1
21632,1
60791,1
13296,1
17293,3
61826,3
4761,3
61825,1
61820,2
47104,1
198735,1
45469,1
4837,4891
7992,7
42498,5
2519,4
52026,4
36728,2
2514,1
43310,1
2516,34
42490,2
43148,4
57076,2
42493,1
49327,2
29329,4
49893,1
41368,3
134419,41
35645,3
36958,2
48239,3
62409,1
198888,1
18618,1
41360,11
13184,5
46687,1
21256,1
61034,1
57093,3
41881,1
198984,1
27976,3
52753,6
5056,38
13188,121
17747,5
40545,1
61380,1
53144,2
30822,4
31452,2
16904,2
30764,4
43319,1
48302,1
263432,3
42927,3
42922,1
8636,5
48309,12
21294,1
58237,1
44682,2
48437,2
52974,1
44686,1
44685,3
52602,1
132497,3
196953,1
48438,1
14868,123
59637,8
9762,21
38623,126
48128,5
49689,1
57899,2
57896,1
9769,1
57890,2
62312,1
21413,1
21412,11
24176,1
21415,7
39475,2
3225,24
39766,3
9299,331
30432,3
39762,1
52846,1
199560,1
9557,2
59527,1
803,10
44228,1
43609,1
44300,1
15600,2
41789,12
17210,1
54198,3
49461,4
264404,1
41786,12
52950,1
30055,5
41782,2
3320,59
59461,1
40098,1
41540,1
28506,2
56541,2
27800,1
55666,1
3329,70
58309,8
28509,21
10219,4
15500,150
8251,2
49465,1
45884,2
262848,5
31343,29
45661,8
263383,2
33983,10
19422,1
262399,1
23923,2
30500,1
263260,2
41148,2
197402,1
15930,2
39120,58
15935,2
34083,7
47232,5
50776,3
9830,3
58424,2
18168,48
38285,23
24547,2
30295,1
19037,4
39377,4
39375,5
20956,1
16181,1
40788,2
31588,4
28349,16
29125,1
29124,11
39578,4
41918,1
14463,12
58543,45
28343,3
31585,5
39573,6
29128,2
263357,2
31219,1
42839,2
263353,1
263352,1
39574,3
15599,1
47526,4
31213,36
31214,13
30619,5
132085,28
31566,1
262333,3
262330,5
47656,2
262336,5
23674,31
56869,2
23679,11
35047,7
49261,3
47659,24
52369,4
17853,3
50181,4
5607,160
61887,1
5603,33
9323,2
48939,2
34533,26
48641,1
51456,1
44912,3
50473,6
52286,1
50477,5
44914,11
21565,8
28239,1
57875,1
262808,24
262809,5
6706,2
35132,1
263537,1
46867,1
31102,6
199853,1
263539,2
262805,1
61806,2
35598,8
3816,18420
262489,1
61785,2
263009,2
35261,4
61888,6
41861,2
61036,40
262481,21
262482,3
39397,2
50989,4
43203,1
26546,1
43201,1
52296,1
8452,794
262248,1
52838,8
52836,1
22381,3
29046,1
34629,4
60929,2
39155,2
8708,2153
51052,32
60920,4
59498,1
11351,35
32808,2
6429,22
41114,4
35862,1
23383,22
23857,1
28652,14
28653,1
56534,2
28651,5
51582,10
7543,4
39399,2
7545,199
28658,68
35680,4
49880,1
197315,1
51904,2
16135,31
25706,1
16130,1
262798,1
35664,2
35662,1
12730,20
132783,1
262793,1
12735,166
26421,1
13857,1
60815,2
52909,1
263349,4
60810,1
201406,2
131090,199
6768,2
52903,1
38972,3
52901,2
43443,3
10993,1
52905,1
52904,1
393524,1
9976,163
24612,50
16007,1
9971,26
42641,1
39028,2
262895,1
56441,4
16735,40
198479,2
52349,2
25144,35
17608,536
52344,3
24945,4
60496,55
262664,10
41330,4
47513,1
199008,3
25381,1
4609,194
22724,4
16223,2
55862,20
262668,11
13512,11
24143,2
43557,5
262820,1
199020,7
133854,1
49060,1
43530,13
4007,6
196735,5
199026,1
42555,11
48243,3
4713,55
42003,2
60775,1
262468,5
42000,1
52233,5
52232,10
35378,2
198640,2
43022,4
51515,4
36920,9
6697,219
51121,4
60784,9
53181,5
53182,1
53184,3
53185,2
60782,1
50272,1
262765,1
50186,6
49558,1
48471,1
11796,1
39822,3
16353,2
41974,1
51451,1
59616,2
17511,3
12764,4
45224,1
45410,1
61811,1
45415,20
49377,2
25099,2
16116,3
4515,8
51927,2
56064,4
43153,1
43150,1
37385,1
42313,54
49151,1
37069,6
49154,2
42314,2
62412,3
49883,1
36969,1
17771,11
48203,1
15713,6
201109,1
10175,739
52769,5
52768,6
52565,14
20668,3
52561,3
44010,1
46690,2
9198,67
35413,1
27947,37
56268,7
52015,1
8999,1
3786,429
35911,1
60471,4
48327,3
8990,9
28233,2
8997,662
57427,1
41209,1
197218,1
42776,2
45528,86
42773,1
42959,4
199370,1
198774,2
40984,1
48331,1
48330,7
48117,5
44851,4
20911,8
20910,6
20912,1
44124,2
42387,5
18881,5810
44692,3
37693,1
48683,2
38616,39
50577,12
9770,49
38611,1
48688,1
8866,97
7303,441
14265,2
198930,1
25145,2
24164,53
24165,11
3253,4
3254,2
3255,58
59686,1
24163,16
133331,1
199572,1
198518,2
11915,1
41371,1
49102,6
36100,1
812,25
18429,7
198517,2
28338,1
49785,2
57136,2
15614,1
264148,2
53131,2
264417,3
44341,2
33887,2
2854,3
33885,4
2856,100
27833,26
48998,2
27831,1
27837,3
53160,8
5466,36
44419,1
27839,40
41557,26
7049,10
61716,1
14188,1
62238,2
57936,2
48597,1
48595,1
264096,2
32694,3
50804,2
197645,1
39741,5
10199,35
198426,1
198356,4
198357,2
36610,14
18390,8
29283,1
37214,1
50771,1
29286,5
198429,4
197112,1
30778,1
15929,1
263038,1
31314,1
15924,1
8511,1
15926,5
6983,1
8607,1
263031,1
21088,2
50266,1
33951,6
26725,18
263405,1
26727,1
47594,1
11139,59
61786,8
17981,1
132519,1
39569,8
33823,3
25505,1
42335,1
15582,21
553,1
198859,1
34984,1004
47530,1
47531,6
15589,10
8732,18
35263,1
41421,1
61712,1
262320,4
262323,5
34056,1
262324,3
262327,8
31554,1
8048,502
19447,2
50864,1
31558,1
17976,1
31000,5
12849,40
27717,5
49508,2
19518,1
12842,1
12846,21
197251,1
12844,21
262610,1
28241,17
50463,11
47796,12
28245,4
31484,3
28246,1
6503,160
26615,15
26617,2
47798,1
51078,1
28719,358
264353,1
35122,5
34188,1
43513,1
35125,8
39493,13
34180,1
34187,40
43207,1
55492,1
262498,2
262493,4
23487,8
35271,4
262497,8
202141,2
262495,3
262494,2
8462,27
52829,15
42811,1
34610,18
59203,1
56050,2
50993,3
43235,1
43234,13
23242,2
23243,1
24757,18
8193,2
22566,2
30975,2
19114,3
24751,10
24750,2
262210,1
50685,1
50682,1
52694,1
35699,1
28661,4
23314,1
28665,13
58303,5
7552,3292
28669,6
28884,5
50512,7
35695,1
28881,1
46941,5
39785,3
262784,12
53080,1
35475,2
25933,2
8025,1
132477,1
262789,1
262788,1
45706,2
49037,1
52916,3
4775,19
4773,22
4771,68
32580,1
131249,2
57634,1
56708,1
51428,5
60860,1
47589,6
6752,18
43302,1
57617,1
201167,4
35584,2
9943,1357
9946,18
24626,7
25620,237
58321,2
51336,6
35588,4
39032,3
197401,2
25403,2
44417,1
25405,215
25406,2
197400,1
25408,21
197311,1
52354,8
25159,36
52352,28
43940,3
52350,2
22759,1
262671,3
55879,6
262676,4
12056,1
25398,6
42781,56
48739,1
262474,1
12695,17
56785,1
61694,3
42548,41
28657,4
42546,2
43548,3
9277,9
262478,8
131331,1
42017,1
43831,3
51158,5
48078,2
48347,1
51151,3
31364,1
52228,38
51155,1
10838,1
51157,1
17506,1
17501,17
49527,1
45942,2
21404,2
49528,2
24444,16
45284,1
196901,3
52175,1
55003,1
262708,1
57357,2
49195,2
9927,10
62921,1
39256,1
263124,1
18103,1
42305,2
197288,1
42395,1
198537,2
49897,2
29637,1
25086,8
16698,1
57418,1
52541,1
52669,4
56099,2
50503,1
263778,1
52592,1
52593,1
17184,4
201218,1
27955,6
17762,96
2711,2
199744,1
27951,10
27925,15
27953,8
9365,1
57320,1
62422,1
57333,5
31608,10
52576,1
49626,1
52574,1
21277,5
49185,10
52571,3
39816,1
39817,1
39812,11
52549,3
10697,7
53086,2
52548,2
60447,2
199341,3
16960,5
28554,2
3790,3
53097,1
42766,2
52685,1
52687,2
52680,1
134238,43
2152,1
45539,6
12271,76
57439,1
48322,1
48323,19
52689,2
41897,4
60459,1
48452,5
53224,2
198187,6
20453,5
5384,3
58966,1
58965,4
53222,2
30890,5
11835,12
54203,9
45758,47
201249,1
9341,1
48696,11
48698,1
41929,9
49980,2
49455,13
49986,2
49985,3
49984,16
21479,147
8870,4
3249,2
39709,1
8877,11
41096,4
3243,153
49994,1
13095,1
39707,2
3245,7
13091,1
36974,1
45335,7
41302,4
12301,98
40676,2
48212,3
44208,12
13257,4
44203,2
198504,4
132088,15
33548,1
199358,1
24641,1
31286,15
264420,2
15626,1
198235,2
264137,4
264426,6
262289,1
58369,2
22423,3
59782,1
7616,1
59784,1
3308,2
20299,26
56889,1
3302,5
3303,8
55536,1
3301,54
53135,1
57034,2
263510,3
42523,7
57332,1
9381,51
21502,34
48584,2
20057,184
52145,5
52572,1
12499,6
35267,1
6167,4
31695,1
61668,2
15958,1
61945,2
197467,1
263028,1
201150,1
34040,2
18187,1
6315,1
1136,22
18182,123
50211,3
33947,1
53058,1
41631,11
262989,2
42613,2
24560,3147
59566,1
59567,7
7782,2
13490,2
48072,1
59497,1
58766,7
48494,2
44941,7
17975,1
17974,2334
43294,1
27696,6
58768,1
39554,4
33894,8
133275,18
44375,7
44943,2
20436,1
29386,1
29385,2
263336,1
263339,5
34995,1
29436,2
34990,2
34337,2
34047,2
132051,1
12874,129
35787,2
31549,30
1221,112
34518,5
31017,2
23655,3
47678,1
262310,1
5391,2
262312,1
23650,2
43786,3
15557,127
6535,69
15003,2
52822,1
50467,1
15552,1
27724,17
45766,3
28252,1
50606,4
28251,1
25155,1
28257,1
31494,1
28255,21
11014,36
28258,13
31499,6
7497,4
59365,1
8615,37
31163,2
47253,3
28093,8
31167,1
49183,5
8612,27
263517,2
47258,1
17883,45
17882,6
17884,1
29657,2
55644,1
43637,1
44266,2
56448,2
8881,1
61016,2
36001,1
262268,1
197336,1
197335,1
21017,19
24435,2
49749,4
34605,3
262262,4
8470,1
8473,43
23724,21
51032,12
6400,1031
7565,1
7562,70
44800,5
51034,20
51035,4
48863,6
12479,105
132453,18
35228,7
9387,2
31388,1
61308,1
28890,14
61651,1
35804,8
35807,36
51436,1
57798,3
60304,1
21437,1
43314,7
4760,422
52963,5
35640,1
4765,2
262855,2
52967,2
4766,7479
4768,23
20500,7
52348,2
56466,9
60871,12
45458,3
28598,11
36996,1
52637,4
28716,1
56468,1
15962,7
45648,1
26451,1
39049,1
13174,1
30733,1
48978,1
24947,1
59473,2
15964,3
39043,10
39042,3
39045,6
24631,15
39047,5
32040,2
201194,3
51812,5
51813,3
33763,1
47507,2
60273,4
209,90
51819,5
29061,1
52367,3
52263,4
12042,2
16591,1
22749,1
47116,1
42541,2
28590,4
38976,4
262687,5
262685,13
262682,1
262683,1
262680,25
262681,1
262440,3
21889,3
12683,26
262444,1
43005,15
25386,3
12688,8
42571,8
55693,1
22047,590
199005,1
42574,2
47342,1
61275,3
43793,2
56264,2
262285,2
56487,4
51146,1
37342,3
31463,1
30768,1
49531,2
39442,9
17577,7
53169,1
53167,5
15146,25
262663,1
53162,1
20845,87
198539,2
41046,2
42683,15
42682,33
27193,1
41950,1
46303,2
41953,2
262462,4
41957,1
42371,1
61878,3
2527,9
11664,53
199173,2
42374,1
42377,1
20590,1
51836,2
61873,1
61872,1
2529,2
41310,1
262669,30
24964,29
24960,1
43179,4
57227,15
56089,33
199451,1
58022,2
199021,1
50487,1
197405,2
41314,3
27927,41
27926,2
197554,1
27928,3
34123,2
52781,6
57354,1
52783,6
57356,1
53213,1
53098,1
38553,1
50482,3
9177,1
53093,9
25206,3
21267,2
49190,2
21261,3
49620,2
39824,2
25184,2
262460,2
42195,1
262461,4
60453,3
42753,2
52879,1
24186,13
42754,18
42205,3
36290,2
42975,15
44217,2
36295,1
18747,16
45763,3
44566,3
20931,1
5390,3
5396,2
39906,1
62323,2
48467,2
45769,65
48464,1
41101,2
53238,1
45980,1
39737,5
3277,1
39735,5
263515,1
58158,1
20115,127
48667,1
24033,2
43273,4
42998,1
6807,1
14232,1
22995,2
262353,1
41084,1
44581,134
133481,11
264539,1
50126,4
58800,1
41313,2
36903,535
58805,1
12310,8
28217,1
44212,2
18403,9835
13227,1
13226,3
15638,2
27680,2
34634,1
44563,7
17402,1
61665,1
132996,2
12912,12
133469,3
198247,2
30466,1
38701,1
38700,1
51547,2
196758,1
52995,1
27851,1
10225,7
7029,40
5484,15
5483,393
196753,4
9009,2
48006,6
57233,1
57912,2
9394,140
34858,3
34857,2
39608,14
26919,1
56209,129
198401,5
44106,1
15836,10
133001,11
133000,2
198408,1
12400,41
263116,1
263018,1
34296,58
34295,61
35389,3
48160,3
18199,1
18196,14
202087,2
15941,4
17799,1
52699,1
48956,1
41624,4
48711,7
262731,1
50204,1
39543,9
262221,1
20626,2
7590,3
59515,2
7794,2
48257,2
6300,2
26619,1
47800,2
52040,1
44787,2
8492,9
62104,1
33780,1
7155,41
49658,1
17962,29
12129,1
48004,6
33576,14
31514,22
37650,1
49124,1
263656,8
52531,1
29396,1
29933,1
263652,3
262469,1
31029,6
31028,6
39271,1
262828,5
263470,1
197628,1
31531,1
264362,2
262301,1
28219,8
47660,1
263478,2
49120,3
27738,13
48909,3
57910,1
15542,2
18004,2
28745,7
132516,4
262962,2
8267,1
5650,22
48907,1
53186,2
50449,6
262877,2
44963,10
28265,3
11062,1
28263,8
44967,1
28260,15
8661,27
29648,5
29649,15
53207,1
15491,19
5602,1
34456,23
38121,21
38120,13
132199,14
35104,9
17897,1
17813,675
17895,1
28285,2
28284,11
28287,28
28281,140
28280,1
262271,1
34279,4
28288,2
263626,1
3737,5
20539,1
49891,1
197345,2
8400,616
8401,1
8402,60
49849,3
48878,2
51792,2
34676,1
44816,2
44814,8
50530,5
197181,5
51009,1
30955,2
51004,5
50538,3
51002,8
6412,26
35074,3
36930,2
263276,4
41034,3
263270,1
55330,4
50022,4
35810,6
35816,19
50027,1
35815,7
57100,1
61460,2
61461,1
47997,1
42556,1
198709,3
61469,1
52972,7
52973,2
47114,2
28840,86
34700,10
34703,4
47111,2
35654,3
6739,155
11492,11
52979,2
14288,4
47118,2
47119,2
263433,1
264230,1
44981,1
28111,2
50153,3
52874,1
197298,2
32922,1
45650,1
9924,190
43261,4
55850,2
55507,1
22773,71
8334,10
55501,3
41877,1
32709,1
31246,1
25174,2
56634,1
25176,3
44982,1
52819,1
47568,1
262699,9
262698,2
28820,4
25374,17
262696,1
262691,3
42569,3
55699,4
38669,16
39582,4
6648,456
44313,1
43568,23
43567,3
262456,11
43564,2
38283,1
12670,3
43561,37
52955,3
16160,3
43769,1
43819,1
15943,3
51959,2
43764,7
56527,2
56526,2
52207,2
56747,2
53158,2
24829,1
6181,13
57128,1
50676,2
53153,3
53152,5
24827,5
49056,1
49502,2
24822,9
42690,10
199945,2
199296,3
18059,1
4565,1
25512,3
25513,191
19863,8
25511,3
60907,2
42362,68
45429,47
9422,1
34526,1
43451,4
264138,1
42368,8
39546,2
12788,1
52371,1
33977,2
43103,3
53110,2
43106,1
39834,1
2727,1
263431,1
45194,101
39831,6
27934,1
200755,1
57342,2
56433,5
52794,1
17785,43
20714,1
49332,2
57344,2
9498,72
52559,1
16413,2
21211,1
9143,33
263084,4
9146,35
200059,1
16948,1
45514,2
60428,1
61914,3
33871,2
45510,6
12252,9
61910,2
42189,3
13306,9
21183,9
42183,1
61918,3
41744,1
20619,1
196851,1
42748,3
12963,1
20852,2
43612,24
48573,1
42961,46
33875,1
9543,1
9541,20
48478,2
48479,5
14828,14
2607,3
20928,16
48480,1
45774,27
45775,1
53209,2
262186,9
48475,6
41435,5
58906,3
3261,3
62257,1
133774,1
21453,27
58121,2
39726,1
39728,7
38019,1
10037,5
10036,754
24139,5
30784,4
21246,231
198520,2
3462,6796
198525,3
36137,1
31716,3
7377,1
60738,3
36912,1
12322,573
48271,5
45356,1
48274,4
41984,1
45609,227
13230,3
48279,2
43966,2
17964,12
44775,9
198259,3
44552,5
36959,1
33363,117
56391,1
61874,1
38011,1
59162,13
44006,1
59164,3
26860,1
38712,2
38713,4
38710,16
196749,4
7018,164
49722,1
59766,9
9038,40
263493,4
196740,2
27845,23
49872,1
36925,3
44484,1
23887,1
29255,6
21497,1
24896,1
39611,2
39612,1
34841,4
11814,61
13127,9
11816,8
33701,1
15808,5
44627,1
52603,2
15802,50
198411,1
15153,1
264431,2
263436,3
42714,1
9824,13
62825,1
6886,1
59508,4
42174,1
24342,3
263305,1
59502,4
50232,1
15798,1
62178,1
47873,3
263655,1
23947,1
44739,3
197766,1
53236,1
24154,1
264114,1
264443,1
52960,1
264117,1
264111,1
47286,1
59989,1
44395,218
133297,1
263646,1
44391,19
263316,1
263314,9
262999,9
30036,13
262992,3
262993,7
23100,2
34060,6
23106,21
44957,4
47588,4
60777,1
39289,27
39288,1
8273,3
57396,3
13868,1
263473,3
133272,1
62006,3
39449,2
262849,6
28270,39
28271,1
28272,3
262847,1
50306,1
28276,6
28277,1
31148,35
29074,2
15975,5
15974,5
263003,1
30722,24
8675,21
29072,3
38133,7
47275,2
34449,48
47273,2
35177,2
38134,12
47270,2
262300,3
50949,6
6332,77
49719,2
23872,2
8595,4
50498,5
28026,1
50942,1
51788,2
197350,1
23584,54
44412,1
41201,1
262690,4
34661,32
51784,8
42676,16
131740,5
51018,6
197192,1
27695,174
50542,10
44827,2
50544,6
9808,267
196961,1
51011,4
51012,1
23893,1
132435,6
17573,9
15377,28
35000,2
28618,9
10835,4
35004,4
263265,1
50780,1
17623,16
263269,3
41207,3
52927,1
50789,2
28615,27
7459,1
47379,1
22501,2
7482,15
264398,1
262434,2
45015,8
15461,2
43370,2
34715,1
43376,2
262437,1
4788,1125
35621,14
58224,11
7011,1
131293,9
34718,2
4780,295
56402,32
39065,14
132515,1
56654,1
50938,2
56404,3
12494,9
11260,7
51308,1
16066,3
39264,8
50161,2
262197,22
198056,2
9931,8
9930,24
32448,1
41123,1
22186,2
9934,2
56628,3
53180,2
38951,4
55535,2
56622,2
14178,3
39339,1
42511,3
42510,3
35531,27
42514,2
35533,1
7557,2
25853,1
25341,1
198050,2
35539,9
12066,4
23969,102
28302,1
12668,4
51167,1
262422,1
43571,1
262420,4
6653,1
262427,8
262424,3
23966,5
52898,1
51947,1
57988,3
31036,4
43802,8
16179,2
35352,1
14543,1
15723,4
43658,2
28264,1
52419,2
49048,13
43591,2
17557,1
49044,1
24835,33
17552,1148
52413,6
17222,6
61856,3
263133,1
61854,1
61853,1
199284,1
25534,2
6389,18
45804,14
61859,2
56766,1
17806,3
262734,8
42429,3
262730,1
34450,3
42355,2
56823,2
262738,2
29355,3
60182,3
52300,1
43118,2
47241,9
56330,7
21334,2
12792,3
52308,2
43110,3
57204,1
262544,1
31628,2
9155,39
49605,1
59958,2
8647,2
29165,3
39718,4
197423,9
57261,4
58002,1
47245,2
20623,12
197426,4
27901,5
2764,10
35100,1
201826,1
61696,1
17421,4
52524,17
52527,3
9484,12
61923,1
12241,8
28066,1
61927,2
51396,1
262974,2
61929,1
21191,8
13337,2
42739,4
49289,5
196957,1
12083,15
53142,9
53143,20
8586,1
42735,3
42226,1
6079,13
9556,1
62343,3
134009,4
34584,3
264104,2
9737,80
34771,3
45701,1
263103,3
134000,3
57547,1
20485,25
20484,2
51629,4
21442,3
52631,4
52630,2
44303,1
10029,46
48643,1
48642,13
10796,67
16246,1
3292,42
1901,1
855,1
16715,1
33623,2
28283,1
852,28
133660,2
198081,2
31689,1
8369,39
12338,14
262575,1
12334,42
45365,30
25124,1
36923,9
12332,14
57378,10
58350,1
57588,2
28155,1
